filename for_count for_with_if_count for_with_switch_count for_with_array_references_count for_with_function_calls_count nested_for_count while_count while_with_if_count while_with_switch_count while_with_array_references_count while_with_function_calls_count stmts_inside_loop total_stmts
drivers/gpu/drm/i915/intel_renderstate_gen9.c 0 0 0 0 0 0 0 0 0 0 0 0 3
drivers/gpu/drm/i915/intel_dp.c 26 14 0 7 3 2 3 2 0 1 0 131 2217
drivers/gpu/drm/i915/i915_gem_context.c 4 3 0 3 0 0 0 0 0 0 0 15 305
drivers/gpu/drm/i915/intel_sdvo.c 14 5 0 4 0 1 1 1 0 1 0 87 1035
drivers/gpu/drm/i915/i915_gem_userptr.c 0 0 0 0 0 0 2 2 0 0 0 16 305
drivers/gpu/drm/i915/i915_gem_evict.c 0 0 0 0 0 0 3 2 0 0 0 15 61
drivers/gpu/drm/i915/intel_bios.c 9 7 0 4 0 1 3 3 1 0 0 86 492
drivers/gpu/drm/i915/intel_fifo_underrun.c 0 0 0 0 0 0 0 0 0 0 0 0 92
drivers/gpu/drm/armada/armada_fb.c 0 0 0 0 0 0 0 0 0 0 0 0 70
drivers/gpu/drm/armada/armada_510.c 0 0 0 0 0 0 0 0 0 0 0 0 23
drivers/gpu/drm/armada/armada_slave.c 0 0 0 0 0 0 0 0 0 0 0 0 50
drivers/gpu/drm/armada/armada_debugfs.c 1 1 0 1 0 1 0 0 0 0 0 5 66
drivers/gpu/drm/armada/armada_fbdev.c 0 0 0 0 0 0 0 0 0 0 0 0 86
drivers/gpu/drm/armada/armada_output.c 0 0 0 0 0 0 0 0 0 0 0 0 50
drivers/gpu/drm/armada/armada_crtc.c 2 1 0 0 0 1 1 1 0 0 0 19 462
drivers/gpu/drm/armada/armada_overlay.c 0 0 0 0 0 0 0 0 0 0 0 0 218
drivers/gpu/drm/armada/armada_gem.c 0 0 0 0 0 0 0 0 0 0 0 0 236
drivers/gpu/drm/armada/armada_drv.c 6 5 0 2 2 0 1 0 0 0 0 24 162
drivers/gpu/drm/tegra/fb.c 3 2 0 2 0 0 1 0 0 0 0 16 167
drivers/gpu/drm/tegra/sor.c 7 0 0 0 0 0 11 11 0 0 0 45 819
drivers/gpu/drm/tegra/gr2d.c 1 0 0 0 0 0 0 0 0 0 0 1 81
drivers/gpu/drm/tegra/drm.c 0 0 0 0 0 0 2 2 0 0 0 12 432
drivers/gpu/drm/tegra/hdmi.c 5 2 0 3 1 0 2 1 0 0 0 22 628
drivers/gpu/drm/tegra/mipi-phy.c 0 0 0 0 0 0 0 0 0 0 0 0 47
drivers/gpu/drm/tegra/dpaux.c 3 0 0 0 0 2 2 2 0 0 0 20 227
drivers/gpu/drm/tegra/gr3d.c 1 0 0 0 0 0 0 0 0 0 0 1 98
drivers/gpu/drm/tegra/rgb.c 1 0 0 0 0 0 0 0 0 0 0 1 99
drivers/gpu/drm/tegra/gem.c 0 0 0 0 0 0 0 0 0 0 0 0 241
drivers/gpu/drm/tegra/output.c 0 0 0 0 0 0 0 0 0 0 0 0 70
drivers/gpu/drm/tegra/dc.c 3 1 0 1 0 0 1 1 0 0 0 8 896
drivers/gpu/drm/tegra/dsi.c 5 0 0 0 0 2 3 3 0 0 0 21 647
drivers/gpu/drm/i810/i810_dma.c 9 8 0 7 2 0 2 1 0 0 1 93 563
drivers/gpu/drm/i810/i810_drv.c 0 0 0 0 0 0 0 0 0 0 0 0 14
drivers/gpu/drm/i810/i810.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
drivers/gpu/drm/omapdrm/omap_fbdev.c 0 0 0 0 0 0 0 0 0 0 0 0 135
drivers/gpu/drm/omapdrm/omap_gem_dmabuf.c 0 0 0 0 0 0 0 0 0 0 0 0 68
drivers/gpu/drm/omapdrm/omap_debugfs.c 0 0 0 0 0 0 0 0 0 0 0 0 40
drivers/gpu/drm/omapdrm/tcm-sita.c 8 6 0 5 0 3 1 1 0 1 0 42 216
drivers/gpu/drm/omapdrm/omap_drv.c 7 4 0 4 0 2 0 0 0 0 0 29 250
drivers/gpu/drm/omapdrm/omap_gem.c 7 3 0 5 1 1 1 1 0 0 0 30 511
drivers/gpu/drm/omapdrm/omap_encoder.c 0 0 0 0 0 0 0 0 0 0 0 0 59
drivers/gpu/drm/omapdrm/omap_fb.c 9 5 0 7 0 0 0 0 0 0 0 36 173
drivers/gpu/drm/omapdrm/omap_irq.c 2 1 0 1 0 0 0 0 0 0 0 5 136
drivers/gpu/drm/omapdrm/omap_crtc.c 2 2 0 2 0 0 1 1 0 0 0 7 246
drivers/gpu/drm/omapdrm/omap_dmm_tiler.c 8 5 0 6 0 1 3 2 0 1 1 56 371
drivers/gpu/drm/omapdrm/omap_connector.c 0 0 0 0 0 0 0 0 0 0 0 0 123
drivers/gpu/drm/omapdrm/omap_plane.c 0 0 0 0 0 0 0 0 0 0 0 0 166
drivers/gpu/drm/gma500/mmu.c 8 4 0 1 0 0 5 1 0 0 0 56 373
drivers/gpu/drm/gma500/gma500_gfx.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 33
drivers/gpu/drm/gma500/cdv_intel_crt.c 1 1 0 0 1 0 0 0 0 0 0 6 105
drivers/gpu/drm/gma500/mdfld_device.c 3 0 0 0 0 0 0 0 0 0 0 3 191
drivers/gpu/drm/gma500/mdfld_intel_display.c 3 3 0 0 0 0 1 0 0 0 0 12 360
drivers/gpu/drm/gma500/intel_i2c.c 0 0 0 0 0 0 0 0 0 0 0 0 56
drivers/gpu/drm/gma500/mdfld_tmd_vid.c 0 0 0 0 0 0 0 0 0 0 0 0 77
drivers/gpu/drm/gma500/mdfld_output.c 0 0 0 0 0 0 0 0 0 0 0 0 16
drivers/gpu/drm/gma500/mdfld_dsi_dpi.c 0 0 0 0 0 0 4 0 0 0 0 8 471
drivers/gpu/drm/gma500/mdfld_dsi_pkg_sender.c 3 1 0 1 0 0 2 1 0 0 0 14 253
drivers/gpu/drm/gma500/mdfld_tpo_vid.c 0 0 0 0 0 0 0 0 0 0 0 0 44
drivers/gpu/drm/gma500/mid_bios.c 0 0 0 0 0 0 0 0 0 0 0 0 167
drivers/gpu/drm/gma500/framebuffer.c 2 1 0 0 0 0 1 0 0 0 0 8 294
drivers/gpu/drm/gma500/intel_gmbus.c 3 3 0 3 0 0 2 1 0 1 1 48 178
drivers/gpu/drm/gma500/accel_2d.c 0 0 0 0 0 0 4 2 0 0 0 11 111
drivers/gpu/drm/gma500/oaktrail_hdmi.c 2 0 0 0 0 0 1 1 0 0 1 7 377
drivers/gpu/drm/gma500/cdv_intel_dp.c 18 13 1 5 0 4 2 1 0 0 1 127 876
drivers/gpu/drm/gma500/oaktrail_device.c 2 0 0 0 0 0 5 2 0 0 0 8 230
drivers/gpu/drm/gma500/psb_intel_modes.c 0 0 0 0 0 0 0 0 0 0 0 0 17
drivers/gpu/drm/gma500/psb_intel_lvds.c 0 0 0 0 0 0 4 0 0 0 0 0 277
drivers/gpu/drm/gma500/psb_irq.c 1 1 0 0 0 0 1 0 0 0 0 3 271
drivers/gpu/drm/gma500/tc35876x-dsi-lvds.c 0 0 0 0 0 0 0 0 0 0 0 0 214
drivers/gpu/drm/gma500/cdv_intel_display.c 0 0 0 0 0 0 1 1 0 0 1 3 397
drivers/gpu/drm/gma500/psb_intel_sdvo.c 14 5 0 4 0 2 1 1 0 1 0 89 875
drivers/gpu/drm/gma500/backlight.c 0 0 0 0 0 0 0 0 0 0 0 0 25
drivers/gpu/drm/gma500/gtt.c 7 0 0 4 0 0 1 1 0 0 0 18 205
drivers/gpu/drm/gma500/mdfld_dsi_output.c 0 0 0 0 0 0 0 0 0 0 0 0 208
drivers/gpu/drm/gma500/oaktrail_crtc.c 10 4 0 0 0 0 0 0 0 0 0 78 240
drivers/gpu/drm/gma500/oaktrail_lvds_i2c.c 0 0 0 0 0 0 0 0 0 0 0 0 64
drivers/gpu/drm/gma500/psb_intel_display.c 1 0 0 1 0 0 0 0 0 0 0 7 235
drivers/gpu/drm/gma500/gem.c 0 0 0 0 0 0 0 0 0 0 0 0 66
drivers/gpu/drm/gma500/oaktrail_hdmi_i2c.c 2 1 0 0 0 0 1 0 0 0 0 6 121
drivers/gpu/drm/gma500/psb_device.c 0 0 0 0 0 0 0 0 0 0 0 0 110
drivers/gpu/drm/gma500/blitter.c 0 0 0 0 0 0 2 0 0 0 0 0 10
drivers/gpu/drm/gma500/psb_lid.c 0 0 0 0 0 0 2 0 0 0 0 1 35
drivers/gpu/drm/gma500/gma_device.c 0 0 0 0 0 0 0 0 0 0 0 0 23
drivers/gpu/drm/gma500/psb_drv.c 0 0 0 0 0 0 0 0 0 0 0 0 180
drivers/gpu/drm/gma500/cdv_device.c 3 1 0 0 0 0 2 2 0 0 0 11 229
drivers/gpu/drm/gma500/oaktrail_lvds.c 0 0 0 0 0 0 2 0 0 0 0 0 153
drivers/gpu/drm/gma500/cdv_intel_hdmi.c 0 0 0 0 0 0 0 0 0 0 0 0 138
drivers/gpu/drm/gma500/opregion.c 0 0 0 0 0 0 0 0 0 0 0 0 127
drivers/gpu/drm/gma500/gma_display.c 7 1 0 4 0 0 0 0 0 0 0 23 334
drivers/gpu/drm/gma500/power.c 0 0 0 0 0 0 0 0 0 0 0 0 112
drivers/gpu/drm/gma500/cdv_intel_lvds.c 1 1 0 0 0 0 2 0 0 0 0 5 242
drivers/gpu/drm/gma500/intel_bios.c 4 4 0 3 0 0 1 1 0 0 0 33 243
drivers/gpu/drm/udl/udl_dmabuf.c 1 0 0 0 0 0 0 0 0 0 0 3 106
drivers/gpu/drm/udl/udl_modeset.c 0 0 0 0 0 0 1 0 0 0 0 1 174
drivers/gpu/drm/udl/udl_connector.c 1 1 0 1 0 0 0 0 0 0 0 4 51
drivers/gpu/drm/udl/udl_fb.c 2 1 0 2 0 0 1 1 0 0 0 12 272
drivers/gpu/drm/udl/udl_transfer.c 2 2 0 2 0 0 2 2 0 0 0 46 84
drivers/gpu/drm/udl/udl_encoder.c 0 0 0 0 0 0 0 0 0 0 0 0 12
drivers/gpu/drm/udl/udl_drv.c 0 0 0 0 0 0 0 0 0 0 0 0 30
drivers/gpu/drm/udl/udl_main.c 0 0 0 0 0 0 3 2 1 0 0 40 157
drivers/gpu/drm/udl/udl.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 7
drivers/gpu/drm/udl/udl_gem.c 0 0 0 0 0 0 0 0 0 0 0 0 92
drivers/gpu/drm/radeon/rs780_dpm.c 5 2 0 3 0 0 0 0 0 0 0 17 459
drivers/gpu/drm/radeon/radeon_semaphore.c 0 0 0 0 0 0 0 0 0 0 0 0 28
drivers/gpu/drm/radeon/radeon.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 704
drivers/gpu/drm/radeon/radeon_bios.c 1 1 0 0 0 0 4 2 0 0 0 14 327
drivers/gpu/drm/radeon/radeon_ring.c 4 2 0 3 0 0 2 1 0 0 0 19 162
drivers/gpu/drm/radeon/radeon_audio.c 4 0 0 1 0 0 0 0 0 0 0 11 274
drivers/gpu/drm/radeon/drm_buffer.c 4 1 0 0 0 0 0 0 0 0 0 7 35
drivers/gpu/drm/radeon/r100.c 27 17 1 13 8 2 5 4 0 1 0 192 1813
drivers/gpu/drm/radeon/atom.c 0 0 0 0 0 0 2 1 1 1 1 634 650
drivers/gpu/drm/radeon/evergreen.c 33 14 0 12 10 6 3 3 1 1 0 366 2434
drivers/gpu/drm/radeon/rv515.c 6 6 0 5 4 3 0 0 0 0 0 55 716
drivers/gpu/drm/radeon/uvd_v2_2.c 0 0 0 0 0 0 0 0 0 0 0 0 83
drivers/gpu/drm/radeon/rv770.c 12 3 0 0 2 0 0 0 0 0 0 24 723
drivers/gpu/drm/radeon/radeon_asic.c 0 0 0 0 0 0 0 0 0 0 0 0 195
drivers/gpu/drm/radeon/kv_smc.c 1 1 0 0 1 0 3 2 0 1 0 19 74
drivers/gpu/drm/radeon/r600_hdmi.c 0 0 0 0 0 0 0 0 0 0 0 0 176
drivers/gpu/drm/radeon/r600_cp.c 18 7 0 3 3 1 3 0 0 0 0 64 1295
drivers/gpu/drm/radeon/rv6xx_dpm.c 8 4 0 4 1 1 3 1 0 0 0 41 777
drivers/gpu/drm/radeon/atombios_i2c.c 1 1 0 1 0 0 0 0 0 0 0 13 60
drivers/gpu/drm/radeon/radeon_cp.c 15 8 0 5 6 1 4 0 0 0 0 70 823
drivers/gpu/drm/radeon/ni_dma.c 1 1 0 0 0 0 6 3 0 0 0 73 144
drivers/gpu/drm/radeon/r420.c 0 0 0 0 0 0 0 0 0 0 0 0 210
drivers/gpu/drm/radeon/cik.c 76 33 10 9 13 9 1 1 1 1 0 945 3675
drivers/gpu/drm/radeon/r600_blit.c 4 0 0 0 0 0 2 2 0 2 2 90 460
drivers/gpu/drm/radeon/radeon_sync.c 5 2 0 2 1 0 0 0 0 0 0 31 55
drivers/gpu/drm/radeon/sumo_dpm.c 25 13 0 15 4 2 0 0 0 0 0 75 800
drivers/gpu/drm/radeon/radeon_pm.c 10 9 1 7 1 1 1 0 0 0 0 66 686
drivers/gpu/drm/radeon/trinity_smc.c 2 2 0 0 2 0 0 0 0 0 0 4 30
drivers/gpu/drm/radeon/radeon_device.c 12 9 0 9 0 0 1 0 0 0 0 35 524
drivers/gpu/drm/radeon/si_dpm.c 56 34 1 44 0 6 2 1 1 0 0 251 2342
drivers/gpu/drm/radeon/radeon_ttm.c 3 3 0 3 0 0 3 2 0 1 0 40 493
drivers/gpu/drm/radeon/radeon_kfd.c 0 0 0 0 0 0 3 2 0 0 0 13 249
drivers/gpu/drm/radeon/evergreen_cs.c 17 12 2 8 3 0 4 0 0 0 0 109 1582
drivers/gpu/drm/radeon/sumo_smc.c 8 4 0 0 4 0 0 0 0 0 0 12 81
drivers/gpu/drm/radeon/rs400.c 1 1 0 0 1 0 1 0 0 0 0 3 277
drivers/gpu/drm/radeon/radeon_benchmark.c 7 1 1 0 0 0 0 0 0 0 0 16 74
drivers/gpu/drm/radeon/dce3_1_afmt.c 1 1 0 1 0 1 0 0 0 0 0 12 80
drivers/gpu/drm/radeon/radeon_sa.c 4 2 0 4 0 0 2 0 0 0 0 15 147
drivers/gpu/drm/radeon/radeon_uvd.c 14 8 1 7 0 0 1 0 0 0 0 69 371
drivers/gpu/drm/radeon/vce_v1_0.c 1 1 0 0 0 1 0 0 0 0 0 13 58
drivers/gpu/drm/radeon/si.c 52 30 3 10 9 7 2 1 1 1 0 473 2897
drivers/gpu/drm/radeon/r520.c 1 1 0 0 1 0 0 0 0 0 0 3 120
drivers/gpu/drm/radeon/radeon_cursor.c 0 0 0 0 0 0 0 0 0 0 0 0 139
drivers/gpu/drm/radeon/btc_dpm.c 13 7 1 11 1 3 0 0 0 0 0 46 757
drivers/gpu/drm/radeon/radeon_state.c 15 9 0 12 3 1 7 3 1 0 0 257 1297
drivers/gpu/drm/radeon/atombios_encoders.c 1 1 0 0 1 0 0 0 0 0 0 2 1134
drivers/gpu/drm/radeon/radeon_gem.c 0 0 0 0 0 0 0 0 0 0 0 0 349
drivers/gpu/drm/radeon/radeon_display.c 12 2 0 8 0 1 2 1 0 0 0 81 726
drivers/gpu/drm/radeon/evergreen_dma.c 1 1 0 0 0 0 2 0 0 0 0 12 60
drivers/gpu/drm/radeon/ci_dpm.c 80 56 2 46 7 8 5 1 1 0 0 316 2488
drivers/gpu/drm/radeon/uvd_v3_1.c 0 0 0 0 0 0 0 0 0 0 0 0 8
drivers/gpu/drm/radeon/r300.c 3 1 0 1 1 0 2 0 0 0 0 11 704
drivers/gpu/drm/radeon/ci_smc.c 2 2 0 0 2 0 3 1 0 2 0 19 114
drivers/gpu/drm/radeon/radeon_trace_points.c 0 0 0 0 0 0 0 0 0 0 0 0 0
drivers/gpu/drm/radeon/radeon_prime.c 0 0 0 0 0 0 0 0 0 0 0 0 40
drivers/gpu/drm/radeon/evergreen_hdmi.c 1 1 0 1 0 1 0 0 0 0 0 12 169
drivers/gpu/drm/radeon/trinity_dpm.c 21 10 0 10 5 1 0 0 0 0 0 59 750
drivers/gpu/drm/radeon/radeon_object.c 5 4 0 5 0 0 0 0 0 0 0 12 298
drivers/gpu/drm/radeon/si_dma.c 1 1 0 0 0 0 3 3 0 0 0 49 100
drivers/gpu/drm/radeon/r600.c 24 12 0 6 5 2 1 1 1 1 0 180 2177
drivers/gpu/drm/radeon/radeon_irq.c 0 0 0 0 0 0 0 0 0 0 0 0 130
drivers/gpu/drm/radeon/r600_dma.c 3 3 0 0 2 0 2 0 0 0 0 17 164
drivers/gpu/drm/radeon/radeon_mn.c 0 0 0 0 0 0 2 1 0 0 0 21 120
drivers/gpu/drm/radeon/ni.c 18 1 0 5 4 0 0 0 0 0 0 53 935
drivers/gpu/drm/radeon/radeon_mem.c 1 0 0 0 1 0 1 0 0 0 1 8 107
drivers/gpu/drm/radeon/rv770_dpm.c 9 4 0 6 0 1 0 0 0 0 0 32 1048
drivers/gpu/drm/radeon/si_smc.c 2 2 0 0 2 0 3 1 0 2 0 19 126
drivers/gpu/drm/radeon/uvd_v1_0.c 2 2 0 0 1 1 0 0 0 0 0 16 192
drivers/gpu/drm/radeon/r600_dpm.c 14 8 0 8 6 0 1 0 0 0 0 50 486
drivers/gpu/drm/radeon/r600_blit_shaders.c 0 0 0 0 0 0 0 0 0 0 0 0 8
drivers/gpu/drm/radeon/r300_cmdbuf.c 5 3 1 0 0 0 3 2 1 0 0 103 532
drivers/gpu/drm/radeon/rv770_dma.c 1 1 0 0 0 0 0 0 0 0 0 10 33
drivers/gpu/drm/radeon/rs600.c 4 2 0 0 3 0 2 2 0 0 0 8 503
drivers/gpu/drm/radeon/radeon_drv.c 0 0 0 0 0 0 0 0 0 0 0 0 255
drivers/gpu/drm/radeon/r200.c 5 2 1 1 0 0 0 0 0 0 0 20 244
drivers/gpu/drm/radeon/rv730_dpm.c 0 0 0 0 0 0 0 0 0 0 0 0 243
drivers/gpu/drm/radeon/mkregtable.c 1 1 0 0 0 1 1 0 0 0 0 8 176
drivers/gpu/drm/radeon/ni_dpm.c 40 24 1 32 1 8 0 0 0 0 0 175 1625
drivers/gpu/drm/radeon/radeon_encoders.c 0 0 0 0 0 0 0 0 0 0 0 0 160
drivers/gpu/drm/radeon/radeon_legacy_crtc.c 1 1 0 0 0 0 2 0 0 0 0 1 406
drivers/gpu/drm/radeon/radeon_connectors.c 8 8 1 8 0 0 0 0 0 0 0 57 901
drivers/gpu/drm/radeon/atombios_dp.c 7 3 0 0 0 0 2 2 0 1 0 42 336
drivers/gpu/drm/radeon/radeon_fb.c 1 0 0 1 0 0 0 0 0 0 0 2 176
drivers/gpu/drm/radeon/radeon_vce.c 11 4 0 4 1 0 1 1 1 0 0 69 278
drivers/gpu/drm/radeon/cypress_dpm.c 18 7 0 10 3 2 0 0 0 0 0 38 880
drivers/gpu/drm/radeon/rv770_smc.c 4 2 0 1 2 0 2 1 0 1 0 19 194
drivers/gpu/drm/radeon/cik_blit_shaders.c 0 0 0 0 0 0 0 0 0 0 0 0 2
drivers/gpu/drm/radeon/radeon_legacy_tv.c 6 6 0 5 0 1 2 0 0 0 0 12 335
drivers/gpu/drm/radeon/radeon_acpi.c 0 0 0 0 0 0 1 1 1 0 0 14 273
drivers/gpu/drm/radeon/radeon_ucode.c 0 0 0 0 0 0 0 0 0 0 0 0 58
drivers/gpu/drm/radeon/radeon_combios.c 7 4 1 3 0 0 8 5 4 0 1 261 1441
drivers/gpu/drm/radeon/radeon_gart.c 4 2 0 2 0 2 0 0 0 0 0 13 96
drivers/gpu/drm/radeon/dce6_afmt.c 3 3 0 3 0 1 0 0 0 0 0 17 103
drivers/gpu/drm/radeon/cik_sdma.c 11 7 0 0 2 0 6 3 0 0 0 115 348
drivers/gpu/drm/radeon/radeon_test.c 3 3 0 2 0 2 0 0 0 0 0 98 252
drivers/gpu/drm/radeon/cayman_blit_shaders.c 0 0 0 0 0 0 0 0 0 0 0 0 2
drivers/gpu/drm/radeon/vce_v2_0.c 0 0 0 0 0 0 0 0 0 0 0 0 86
drivers/gpu/drm/radeon/radeon_irq_kms.c 8 0 0 2 0 0 0 0 0 0 0 12 132
drivers/gpu/drm/radeon/radeon_ioc32.c 0 0 0 0 0 0 0 0 0 0 0 0 145
drivers/gpu/drm/radeon/radeon_cs.c 9 5 0 5 0 0 0 0 0 0 0 70 338
drivers/gpu/drm/radeon/rv740_dpm.c 1 0 0 1 0 0 0 0 0 0 0 1 190
drivers/gpu/drm/radeon/radeon_dp_mst.c 4 1 0 3 0 0 3 0 0 0 0 10 349
drivers/gpu/drm/radeon/radeon_kms.c 1 1 0 1 0 0 0 0 0 0 0 5 314
drivers/gpu/drm/radeon/radeon_atpx_handler.c 0 0 0 0 0 0 2 0 0 0 0 4 197
drivers/gpu/drm/radeon/rs690.c 1 1 0 0 1 0 0 0 0 0 0 3 405
drivers/gpu/drm/radeon/si_blit_shaders.c 0 0 0 0 0 0 0 0 0 0 0 0 2
drivers/gpu/drm/radeon/radeon_clocks.c 0 0 0 0 0 0 0 0 0 0 0 0 393
drivers/gpu/drm/radeon/evergreen_blit_shaders.c 0 0 0 0 0 0 0 0 0 0 0 0 2
drivers/gpu/drm/radeon/radeon_dp_auxch.c 2 1 0 2 0 0 1 0 0 0 0 3 69
drivers/gpu/drm/radeon/radeon_atombios.c 30 25 3 17 0 6 6 6 1 3 0 367 1879
drivers/gpu/drm/radeon/radeon_fence.c 9 7 0 6 0 1 2 1 0 0 1 36 283
drivers/gpu/drm/radeon/r600_cs.c 12 7 1 6 2 0 2 0 0 0 0 86 1182
drivers/gpu/drm/radeon/radeon_i2c.c 9 8 0 5 2 2 0 0 0 0 0 111 484
drivers/gpu/drm/radeon/radeon_vm.c 12 6 0 5 0 0 2 2 0 0 0 85 407
drivers/gpu/drm/radeon/atombios_crtc.c 3 0 0 2 0 0 0 0 0 0 0 3 971
drivers/gpu/drm/radeon/kv_dpm.c 47 22 0 34 1 1 2 1 1 0 0 166 1078
drivers/gpu/drm/radeon/radeon_ib.c 1 1 0 1 0 0 0 0 0 0 0 10 77
drivers/gpu/drm/radeon/radeon_legacy_encoders.c 2 2 0 1 1 0 0 0 0 0 0 8 758
drivers/gpu/drm/radeon/radeon_agp.c 0 0 0 0 0 0 1 0 0 0 0 2 69
drivers/gpu/drm/radeon/uvd_v4_2.c 0 0 0 0 0 0 0 0 0 0 0 0 19
drivers/gpu/drm/sis/sis_drv.c 0 0 0 0 0 0 0 0 0 0 0 0 33
drivers/gpu/drm/sis/sis.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
drivers/gpu/drm/sis/sis_mm.c 1 0 0 0 0 0 0 0 0 0 0 2 128
drivers/gpu/drm/bridge/dw_hdmi.c 6 1 0 0 0 0 2 1 0 0 0 21 649
drivers/gpu/drm/bridge/ps8622.c 0 0 0 0 0 0 0 0 0 0 0 0 243
drivers/gpu/drm/bridge/ptn3460.c 0 0 0 0 0 0 0 0 0 0 0 0 153
drivers/gpu/drm/tilcdc/tilcdc_panel.c 1 1 0 0 0 0 0 0 0 0 0 8 184
drivers/gpu/drm/tilcdc/tilcdc_crtc.c 0 0 0 0 0 0 0 0 0 0 0 0 277
drivers/gpu/drm/tilcdc/tilcdc_slave.c 0 0 0 0 0 0 0 0 0 0 0 0 145
drivers/gpu/drm/tilcdc/tilcdc_tfp410.c 0 0 0 0 0 0 0 0 0 0 0 0 149
drivers/gpu/drm/tilcdc/tilcdc_drv.c 3 0 0 0 0 0 0 0 0 0 0 3 232
drivers/gpu/drm/r128/r128_ioc32.c 0 0 0 0 0 0 0 0 0 0 0 0 65
drivers/gpu/drm/r128/r128_drv.c 0 0 0 0 0 0 0 0 0 0 0 0 14
drivers/gpu/drm/r128/r128_state.c 10 4 0 7 7 0 2 0 0 0 0 92 725
drivers/gpu/drm/r128/r128_cce.c 11 9 0 5 6 1 0 0 0 0 0 49 354
drivers/gpu/drm/r128/r128.mod.c 0 0 0 0 0 0 0 0 0 0 0 0 6
drivers/gpu/drm/r128/r128_irq.c 0 0 0 0 0 0 0 0 0 0 0 0 26
drivers/gpu/drm/msm/msm_drv.c 2 2 0 1 0 0 1 1 0 0 0 14 392
drivers/gpu/drm/msm/msm_gpu.c 9 4 0 4 0 0 1 1 0 0 0 25 242
drivers/gpu/drm/msm/msm_rd.c 1 0 1 1 0 0 1 0 0 0 0 20 119
drivers/gpu/drm/msm/msm_iommu.c 0 0 0 0 0 0 0 0 0 0 0 0 54
drivers/gpu/drm/msm/msm_perf.c 2 0 0 2 0 0 0 0 0 0 0 8 121
drivers/gpu/drm/msm/msm_ringbuffer.c 0 0 0 0 0 0 0 0 0 0 0 0 22
drivers/gpu/drm/msm/msm_gem.c 2 1 0 1 0 0 0 0 0 0 0 5 264
drivers/gpu/drm/msm/msm_gem_prime.c 0 0 0 0 0 0 0 0 0 0 0 0 16
drivers/gpu/drm/msm/msm_atomic.c 2 2 0 2 0 0 0 0 0 0 0 7 81
drivers/gpu/drm/msm/msm_fb.c 7 4 0 5 0 0 0 0 0 0 0 19 88
drivers/gpu/drm/msm/msm_gem_submit.c 6 4 1 4 0 0 0 0 0 0 0 88 166
drivers/gpu/drm/msm/msm_fbdev.c 0 0 0 0 0 0 0 0 0 0 0 0 119
drivers/gpu/drm/msm/edp/edp_ctrl.c 5 4 0 1 0 0 3 3 0 0 0 43 599
drivers/gpu/drm/msm/edp/edp_connector.c 0 0 0 0 0 0 0 0 0 0 0 0 61
drivers/gpu/drm/msm/edp/edp_bridge.c 0 0 0 0 0 0 0 0 0 0 0 0 37
drivers/gpu/drm/msm/edp/edp_aux.c 2 1 0 2 0 0 0 0 0 0 0 6 105
drivers/gpu/drm/msm/edp/edp_phy.c 2 0 0 0 0 0 1 1 0 0 0 5 37
drivers/gpu/drm/msm/edp/edp.c 0 0 0 0 0 0 0 0 0 0 0 0 81
drivers/gpu/drm/msm/mdp/mdp_format.c 2 2 0 2 1 0 0 0 0 0 0 6 16
drivers/gpu/drm/msm/mdp/mdp_kms.c 0 0 0 0 0 0 0 0 0 0 0 0 55
drivers/gpu/drm/msm/mdp/mdp4/mdp4_lvds_pll.c 2 0 0 0 0 0 1 0 0 0 0 3 56
drivers/gpu/drm/msm/mdp/mdp4/mdp4_dtv_encoder.c 0 0 0 0 0 0 0 0 0 0 0 0 119
drivers/gpu/drm/msm/mdp/mdp4/mdp4_lvds_connector.c 0 0 0 0 0 0 0 0 0 0 0 0 51
drivers/gpu/drm/msm/mdp/mdp4/mdp4_crtc.c 1 1 0 1 0 0 0 0 0 0 0 11 264
drivers/gpu/drm/msm/mdp/mdp4/mdp4_lcdc_encoder.c 2 2 0 2 0 0 0 0 0 0 0 4 186
drivers/gpu/drm/msm/mdp/mdp4/mdp4_kms.c 3 2 0 2 0 0 0 0 0 0 0 7 236
drivers/gpu/drm/msm/mdp/mdp4/mdp4_plane.c 3 0 0 3 0 0 0 0 0 0 0 5 122
drivers/gpu/drm/msm/mdp/mdp4/mdp4_irq.c 1 0 0 0 0 0 0 0 0 0 0 1 35
drivers/gpu/drm/msm/mdp/mdp5/mdp5_cfg.c 1 1 0 1 0 0 0 0 0 0 0 3 43
drivers/gpu/drm/msm/mdp/mdp5/mdp5_ctl.c 3 1 0 2 0 0 0 0 0 0 0 14 221
drivers/gpu/drm/msm/mdp/mdp5/mdp5_plane.c 1 0 0 1 0 0 0 0 0 0 0 6 229
drivers/gpu/drm/msm/mdp/mdp5/mdp5_cmd_encoder.c 0 0 0 0 0 0 0 0 0 0 0 0 123
drivers/gpu/drm/msm/mdp/mdp5/mdp5_smp.c 6 2 0 0 1 0 0 0 0 0 0 28 114
drivers/gpu/drm/msm/mdp/mdp5/mdp5_kms.c 7 6 0 5 1 0 0 0 0 0 0 27 223
